"id","document_id","item_id","item","required_qty","unit_of_measurement","rfq_no"
"2935","TD23102616","Item231026951","J/KIT  120 - 185MM2 3C 11KV  PILC","10","each","10256935"
"2936","TD23102615","Item231026673","J-KIT 120-185 MM2 11KV XLPE","6","each","10257396"
"2937","TD23102615","Item231026837","J-KIT 120-185 MM2 11KV PILC ","6","each","10257396"
"2938","TD23102645","Item231026272","J-KIT 120-185MM2 PILC","5","each","10257359"
"2939","TD23102645","Item231026661","J-KIT 50-95MM2 11KV PILC ","5","each","10257359"
"2940","TD23102645","Item231026158","FERRULE SHEAR 50-240MM2","30","each","10257359"
"2941","TD23102771","Item231027127","SLEEVE CRIMPING 185MM2","100","each","10257383"
"2942","TD23102738","Item23102737","EYE BOLT M16X280","100","each","10257270"
"2943","TD23102738","Item231027506","EYE BOLT M16X280","100","each","10257270"
"2944","TD23102738","Item231027738","SHACKLE STRAPS 16MM BOLT ","100","each","10257270"
"2945","TD23102738","Item231027168","STAY ROD 5/8","40","each","10257270"
"2946","TD23102750","Item231027384","D-IRON","100","each","10257269"
"2947","TD23102750","Item231027219","SHACKLE INSUL","100","each","10257269"
"2948","TD23102750","Item231027725","STAY INSUL ","40","each","10257269"
"2949","TD23102744","Item231027642","J-KIT 120-185MM2 XLPE","5","each","10257359"
"2950","TD23102744","Item231027917","J-KIT 50-95MM2 11KV PILC ","5","each","10257359"
"2951","TD23102744","Item231027630","FERRULE SHEAR 50-240MM2","30","each","10257359"
"2952","TD23110786","Item231107697","J/KITS 120-185MM2 11KV 3C XLPE","8","each","10257903"
"2953","TD23110786","Item231107822","J/KIT  120 - 185MM2 3C 11KV  PILC","8","each","10257903"
"2954","TD23110785","Item231107440","ALUMINIUM EXTENSION LADDERS","3","each","10255756"
"2955","TD23110763","Item231107525","J-KIT 120-185MM2 XLPE","9","each","10257963"
"2956","TD23110763","Item231107509","JOINTING KIT 120-185MM2 3C 11KV PILC","9","each","10257963"
"2957","TD23110763","Item231107738","SLEEVE CRIMPING 185MM2","90","each","10257963"
"2958","TD23110867","Item231108326","VEHICLE LOG BOOK","500","each","10257621"
"2959","TD23110898","Item231108216","ALUMINIUM EXTENSION LADDERS","3","each","10255756"
"2960","TD23110894","Item231108223","J-KIT 120-185MM2 XLPE","6","each","10257964"
"2961","TD23110894","Item231108406","JOINTING KIT 120-185MM2 3C 11KV PILC","6","each","10257964"
"2962","TD23110894","Item231108716","SLEEVE CRIMPING 185MM2","60","each","10257964"
"2963","TD23110839","Item231108338","FUSE LUCY POLE UNIT ","18","each","10257399"
"2964","TD23110885","Item2311081000","ALUMINIUM EXTENSION LADDERS 26FT","5","each","10257382"
"2965","TD23110818","Item231108405","SKY BLUE WORKSUIT SIZE 42","110","each","10257143"
"2966","TD23110810","Item231108446","FUSE HRC  400A ","100","each","10258143"
"2967","TD23110810","Item23110828","FUSE HRC 355A","100","each","10258143"
"2968","TD23110810","Item231108769","FUSE HRC 300A","100","each","10258143"
"2969","TD23110828","Item231108133","D FUSE MOUNT 11KV","60","each","10258041"
"2970","TD23110828","Item231108517","FUSE LUCY POLE 400A","40","each","10258041"
"2971","TD23110864","Item231108764","J-KIT 120-185MM2 XLPE","9","each","10257963"
"2972","TD23110864","Item231108243","JOINTING KIT 120-185MM2 3C 11KV PILC","9","each","10257963"
"2973","TD23110864","Item231108485","SLEEVE CRIMPING 185MM2","90","each","10257963"
"2974","TD23110952","Item231109262","C-GEAR CONTACTS","20","each","10256268"
"2975","TD23110955","Item231109527","C-GEAR CONTACTS","20","each","10256268"
"2976","TD23111015","Item231110217","TRENCHING","1","each","10254998"
"2977","TD23111342","Item231113100","185mm2 4c swa b/s ","15","metres","10258489"
"2978","TD23111342","Item231113620","cac 17 packaging drum/reel","1","each","10258489"
"2979","TD2311149","Item231114323","TRENCHING ","1","each","10254998"
"2980","TD23111434","Item231114781","TRENCHING ","1","each","10254998"
"2981","TD23111437","Item231114222","CONDUCTOR 100MM2 HDA","4000","each","10255038"
"2982","TD2311143","Item231114832","CONDUCTOR 100MM2 HDA","1500","each","10257271"
"2983","TD23111493","Item231114128","MV BOARD 6 WAY","3","each","10257341"
"2984","TD23111466","Item23111410","MV BOARD 8 WAY","1","each","10257389"
"2985","TD23111429","Item231114859","MV BOARD 8 WAY","1","each","10257390"
