"id","document_id","item_id","sup_id","unit_price","vat","quoted_qty","bid_no","quote_date","rfq_no","total","bid_document"
"38","TD18100417","Item181004924","SUP391","33.3","excl","200","5","2018-09-20","10154709","6659","bids/Tetra Technologies 16 4core 20181004_115254.jpg"
"39","TD18100417","Item181004924","SUP152","29.8","excl","200","6","2018-09-20","10154709","5960","bids/Shamlong Tax 20181004_115337.jpg"
"40","TD18100813","Item181008830","SUP755","22","excl","450","1","2018-09-19","10154704","9900","bids/1538991490Havedonso Numbers 20181004_114509.jpg"
"41","TD18100813","Item181008830","SUP73","20","excl","450","2","2018-09-21","10154704","9000","bids/Coar Sign Numbers 20181004_114428.jpg"
"42","TD18100816","Item181008899","SUP755","22","excl","450","1","2018-09-19","10154706","9900","bids/1538991917Havedonso Numbers 20181004_114509.jpg"
"43","TD18100816","Item181008899","SUP73","20","excl","450","2","2018-09-21","10154706","9000","bids/1538992028Coar sign Numbers 20181004_114441.jpg"
"44","TD18100819","Item181008930","SUP285","239.99","excl","30","1","2018-09-19","10153956","7199.7","bids/RFQ10153956 Truck The Shark178.tif"
"45","TD18100819","Item181008930","SUP152","300","excl","30","2","2018-09-20","10153956","9000","bids/RFQ10153956 Truck Shamlong177.tif"
"46","TD18100820","Item181008769","SUP285","240","excl","31","1","2018-09-19","10153955","7440","bids/RFQ10153955 Truck The Shark179.tif"
"47","TD18100820","Item181008769","SUP152","300","excl","31","2","2018-09-20","10153955","9300","bids/RFQ10153955 Shamlong180.tif"
"48","TD18102446","Item18102448","SUP755","650","excl","40","1","2018-10-17","10158400","26000","bids/Havadoso Cable 20181024_151205.jpg"
"49","TD18102479","Item181024519","SUP611","8500","excl","1","1","2018-10-17","10157101","8500","bids/Roots Services Crane 20181024_150944.jpg"
"50","TD18102410","Item181024916","SUP611","6500","excl","1","1","2018-10-17","10157104","6500","bids/Roots Services Lorry 20181024_150921.jpg"
"54","TD18102599","Item181025242","SUP832","55","excl","120","1","2018-10-19","10155928","6600","bids/RFQ10155928 Promotional 226.pdf"
"55","TD18102599","Item181025242","SUP76","35","excl","120","2","2018-10-18","10155928","4200","bids/RFQ10155928 Moeni228.pdf"
"73","TD18102595","Item181025675","SUP832","48.95","excl","120","1","2018-10-19","10157355","5874","bids/RFQ10157355 Promotional 225.pdf"
"74","TD18102560","Item181025312","SUP832","67.45","excl","120","1","2018-10-19","10156289","8094","bids/1540465903RFQ10156289 Promotional 227.pdf"
"75","TD18102560","Item181025312","SUP76","23","excl","120","2","2018-10-18","10156289","2760","bids/1540465960RFQ10156289 Moeni229.pdf"
"76","TD18102560","Item181025312","SUP158","55","excl","120","3","2018-10-18","10156289","6600","bids/1540465999RFQ10156289 Print Logistic230.pdf"
"77","TD18102532","Item181025183","SUP197","8000","excl","1","1","2018-10-17","10157465","8000","bids/RFQ10157465 Millimark218.pdf"
"78","TD18102532","Item181025183","SUP709","7600","excl","1","2","2018-10-17","10157465","7600","bids/RFQ10157465 Merchandise Bay220.pdf"
"79","TD18102532","Item181025183","SUP602","7554","excl","1","3","2018-10-18","10157465","7554","bids/RFQ10157465 Rupson219.pdf"
"80","TD18102532","Item181025183","SUP292","10000","excl","1","4","2018-10-19","10157465","10000","bids/1540469624RFQ10157465 Millimark218.pdf"
"81","TD18102532","Item181025183","SUP337","4500","excl","1","5","2018-10-18","10157465","4500","bids/RFQ10157465 Shynage217.pdf"
"82","TD18102532","Item181025183","SUP886","2800","excl","1","6","2018-10-17","10157465","2800","bids/RFQ10157465 Havedons222.pdf"
"83","TD18102532","Item181025183","SUP944","2500","excl","1","7","2018-10-18","10157465","2500","bids/RFQ10157465 Chrysoland224.pdf"
"84","TD18102532","Item181025183","SUP617","1080","excl","1","8","2018-10-17","10157465","1080","bids/RFQ10157465 Jeda Construction223.pdf"
"85","TD18102564","Item181025630","SUP886","7200","excl","1","1","2018-10-15","10154514","7200","bids/RFQ10154514 Havedonso232.pdf"
"86","TD18102564","Item181025630","SUP324","4850","excl","1","2","2018-10-16","10154514","4850","bids/RFQ10154514 Shumba Construction233.pdf"
"87","TD18102564","Item181025630","SUP611","6555","excl","1","3","2018-10-15","10154514","6555","bids/RFQ10154514 Roots Services231.pdf"
"88","TD18102556","Item181025698","SUP886","9800","excl","1","1","2018-09-12","10154516","9800","bids/RFQ10154516 Havedonso235.pdf"
"89","TD18102556","Item181025698","SUP324","9350","excl","1","2","2018-09-11","10154516","9350","bids/RFQ10154516 Shumba Construction234.pdf"
"90","TD18102537","Item181025280","SUP292","6000","excl","4","1","2018-10-19","10150235","24000","bids/RFQ10150235 Millimark205.pdf"
"91","TD18102537","Item181025280","SUP709","2493","excl","4","2","2018-10-17","10150235","9972","bids/RFQ10150235 Merchandise204.pdf"
"92","TD18102537","Item181025280","SUP602","4000","excl","4","3","2018-10-18","10150235","16000","bids/RFQ10150235 Rupson203.pdf"
"93","TD18102537","Item181025280","SUP886","4800","excl","4","4","2018-10-17","10150235","19200","bids/RFQ10150235 Havedoso202.pdf"
"94","TD18102537","Item181025280","SUP197","5200","excl","4","5","2018-10-18","10150235","20800","bids/RFQ10150235 Multmix201.pdf"
"95","TD18102554","Item181025804","SUP886","5600","excl","3","1","2018-10-17","10152684","16800","bids/RFQ10152679 Havedonso208.pdf"
"96","TD18102518","Item181025407","SUP886","5600","excl","3","1","2018-10-17","10152679","16800","bids/1540474036RFQ10152679 Havedonso208.pdf"
"97","TD18102551","Item181025483","SUP151","775","excl","1","1","2018-10-19","10152193","775","bids/RFQ10152193 Firetech215.pdf"
"98","TD18102551","Item181025483","SUP790","860","excl","1","2","2018-10-18","10152193","860","bids/RFQ10152193 Flametech 211.pdf"
"99","TD18102551","Item181025483","SUP16","1750","excl","1","3","2018-10-17","10152193","1750","bids/RFQ10152193 Henry Engineering210.pdf"
"100","TD18102551","Item181025483","SUP944","1925","excl","1","4","2018-10-18","10152193","1925","bids/RFQ10152193 Chrysoland 209.pdf"
"101","TD18102597","Item181025760","SUP944","2665","excl","1","1","2018-10-18","10157120","2665","bids/RFQ10152120 Chrysoland213.pdf"
"102","TD18102597","Item181025760","SUP790","870","excl","1","2","2018-10-18","10157120","870","bids/RFQ10152120 Flametech 212.pdf"
"103","TD18102597","Item181025760","SUP151","985","excl","1","3","2018-10-19","10157120","985","bids/RFQ10152120 Firetech214.pdf"
"104","TD18102917","Item181029298","SUP299","22","excl","12","1","2018-10-29","101531442","264","bids/RFQ Risk Symposium Power Bank 2018.doc 3rd.doc"
"105","TD18103130","Item181031527","SUP908","1200","excl","1","1","2018-10-18","2001000004","2300","bids/10156994 Deco.doc"
"106","TD18103130","Item181031949","SUP908","1100","excl.","1","1","2018-10-18","2001000004","2300","bids/10156994 Deco.doc"
"107","TD18103194","Item181031696","SUP192","1333","excl","1","1","2018-10-26","10158700","1333","bids/10158700 eastern.pdf"
"108","TD18103194","Item181031288","SUP192","0","excl.","0","1","2018-10-26","10158700","1333","bids/10158700 eastern.pdf"
"109","TD18103194","Item181031696","SUP789","1346","excl","1","2","2018-10-25","10158700","1346","bids/10158700 elypoint.pdf"
"110","TD18111242","Item181112981","SUP96","15","excl","2000","1","2018-11-08","10152360","30000","bids/RFQ 10152360 Addecom 20181112_105537.jpg"
"111","TD18111242","Item181112981","SUP579","9.12","excl","2000","2","2018-11-09","10152360","18240","bids/RFQ 10152360 APE 20181112_105905.jpg"
"112","TD18111242","Item181112981","SUP671","8.5","excl","2000","3","2018-11-08","10152360","17000","bids/RFQ10152360 Elotech 20181112_110514.jpg"
"113","TD18111242","Item181112981","SUP232","9.43","excl","2000","4","2018-11-09","10152360","18860","bids/RFQ10152360 Aqua Bridge 20181112_110539.jpg"
"114","TD18111242","Item181112981","SUP152","10.3","excl","2000","5","2018-11-08","10152360","20600","bids/RFQ10152360 Shamlong 20181112_110602.jpg"
"115","TD18111295","Item18111236","SUP96","16.5","excl","1000","1","2018-11-09","10152361","16500","bids/RFQ10152361 ADDECOM 20181112_112758.jpg"
"116","TD18111295","Item18111236","SUP671","8.5","excl","1000","2","2018-11-08","10152361","8500","bids/RFQ10152361 ELOTECH 20181112_112835.jpg"
"117","TD18111295","Item18111236","SUP579","12.16","excl","1000","3","2018-11-09","10152361","12160","bids/RFQ10152361 APE 20181112_112931.jpg"
"118","TD18111295","Item18111236","SUP152","10.5","excl","1000","4","2018-11-08","10152361","10500","bids/RFQ10152361 SHAMLONG 20181112_112912.jpg"
"119","TD18111295","Item18111236","SUP232","9.43","excl","1000","5","2018-11-09","10152361","9430","bids/RFQ10152361 AQUA BRIDGE 20181112_112855.jpg"
"120","TD18111293","Item181112914","SUP96","16.5","excl","1000","1","2018-11-09","10151816","16500","bids/RFQ10151816 Addecom 20181112_115617.jpg"
"121","TD18111293","Item181112914","SUP579","10.64","excl","1000","2","2018-11-09","10151816","10640","bids/RFQ10151816 APE 20181112_115635.jpg"
"122","TD18111293","Item181112914","SUP152","10.3","excl","1000","3","2018-11-08","10151816","10300","bids/RFQ10151816 Shamlong .jpg"
"123","TD18111293","Item181112914","SUP232","10.04","excl","1000","4","2018-11-09","10151816","10040","bids/RFQ10151816 Aquabridge 20181112_115509.jpg"
"124","TD18111293","Item181112914","SUP671","8.5","excl","1000","5","2018-11-09","10151816","8500","bids/RFQ10151816 Elotech 20181112_115540.jpg"
"125","TD1811122","Item181112809","SUP232","8.83","excl","1000","1","2018-11-09","10151813","8830","bids/RFQ10151813 Aqua 20181112_122754.jpg"
"126","TD1811122","Item181112809","SUP152","17","excl","1000","2","2018-11-08","10151813","17000","bids/RFQ10151813 Shamlong 20181112_122731.jpg"
"127","TD1811122","Item181112809","SUP96","18","excl","1000","3","2018-11-09","10151813","18000","bids/RFQ10151813 Addecom 20181112_122816.jpg"
"141","TD18111239","Item181112997","SUP671","3","excl","3500","1","2018-11-09","10151822","10500","bids/RFQ10151822 Elotech 20181112_141012.jpg"
"142","TD18111239","Item181112997","SUP181","3.7","excl","3500","2","2018-11-08","10151822","12950","bids/RFQ10151822 Insols 20181112_140943.jpg"
"143","TD18111239","Item181112997","SUP857","4","excl","3500","3","2018-11-08","10151822","14000","bids/RFQ10151822 Murue 20181112_140842.jpg"
"144","TD18111239","Item181112997","SUP338","4.1","excl","3500","4","2018-11-11","10151822","14350","bids/RFQ10151822 Pyramid 20181112_140737.jpg"
"145","TD18111239","Item181112997","SUP734","4.85","excl","3500","5","2018-11-09","10151822","16975","bids/1542025192RFQ10151822 Attea 20181112_140859.jpg"
"146","TD18111239","Item181112997","SUP734","4.85","excl","3500","5","2018-11-09","10151822","16975","bids/1542025193RFQ10151822 Attea 20181112_140859.jpg"
"147","TD18111225","Item181112766","SUP432","7943","excl","1","1","2018-11-08","10154821","7943","bids/RFQ10154821 Combine IMG_20181112_152724.jpg"
"148","TD18111283","Item181112729","SUP432","7943","excl","1","1","2018-11-08","10156058","7943","bids/RFQ10156058 Combine IMG_20181112_154603.jpg"
"149","TD18111263","Item181112412","SUP432","7943","excl","1","1","2018-11-08","10154349","7943","bids/RFQ10154349 Combine IMG_20181112_155212.jpg"
"150","TD18111298","Item181112866","SUP338","282.33","excl","150","1","2018-11-05","10159179","42349.5","bids/RFQ10159179 Pyramid 20181112_160156.jpg"
"151","TD18111298","Item181112866","SUP398","135.62","excl","150","2","2018-11-02","10159179","20343","bids/RFQ10159179 IDSS 20181112_161202.jpg"
"152","TD18111289","Item181112593","SUP181","720","excl","2","1","2018-11-08","10155782","1440","bids/RFQ10155782 Insols 20181112_162336.jpg"
"153","TD18111289","Item181112593","SUP436","150","excl","2","2","2018-11-09","10155782","300","bids/RFQ10155782 Solid Edge 20181112_162418.jpg"
"154","TD1811134","Item181113302","SUP861","7446","excl","1","1","2018-11-02","10155506","7446","bids/RFQ10155506 Kingsland 1.jpg"
"155","TD18111316","Item181113958","SUP574","750","excl","6","1","2018-11-04","10155657","5700","bids/RFQ10155657 Ruwa export.jpg"
"156","TD18111316","Item181113113","SUP574","1200","excl.","1","1","2018-11-04","10155657","5700","bids/RFQ10155657 Ruwa export.jpg"
"157","TD18111316","Item181113958","SUP861","1416","excl","6","2","2018-11-02","10155657","8496","bids/RFQ10155657 Kingsland 1.jpg"
"158","TD18111316","Item181113113","SUP861","0","excl","1","2","2018-11-02","10155657","8496","bids/RFQ10155657 Kingsland 1.jpg"
"172","TD18111440","Item181114638","SUP152","275","excl","200","1","2018-11-08","10151817","55000","bids/1542186102RFQ10151817 Shamlong 20181112_124657.jpg"
"173","TD18111440","Item181114638","SUP671","250","excl","200","2","2018-11-09","10151817","50000","bids/1542186137RFQ10151817 Elotech 20181112_124625.jpg"
"174","TD18111440","Item181114638","SUP338","500","excl","200","3","2018-11-11","10151817","100000","bids/1542186168RFQ10151817 Pyramid Ente 20181112_124641.jpg"
"175","TD18111440","Item181114638","SUP232","253","excl","200","4","2018-11-09","10151817","50600","bids/1542186199RFQ10181817 Aqua 20181112_124611.jpg"
"176","TD18111440","Item181114638","SUP96","280.73","excl","200","5","2018-11-08","10151817","56146","bids/1542186238RFQ10151817 Addecom 20181112_124556.jpg"
"177","TD18111440","Item181114638","SUP579","400","excl","200","6","2018-11-09","10151817","80000","bids/1542186277RFQ10151817 APE 20181112_124545.jpg"
"178","TD18111410","Item181114581","SUP232","342.72","excl","200","1","2018-11-09","10151821","68544","bids/1542206201RFQ10151821 Aqua 20181112_131356.jpg"
"179","TD18111410","Item181114581","SUP579","669.2","excl","200","2","2018-11-09","10151821","133840","bids/1542206261RFQ10151821 APE 20181112_131619.jpg"
"180","TD18111410","Item181114581","SUP338","800","excl","200","3","2018-11-11","10151821","160000","bids/1542206518RFQ10151821 Prymid 20181112_131538.jpg"
"181","TD18111410","Item181114581","SUP671","270","excl","200","4","2018-11-09","10151821","54000","bids/1542206560RFQ10151821 Elotech 20181112_131412.jpg"
"182","TD18111410","Item181114581","SUP96","446","excl","200","5","2018-11-08","10151821","89200","bids/1542206589RFQ10151821 Addecom 20181112_131600.jpg"
"183","TD18111410","Item181114581","SUP152","385","excl","200","6","2018-11-08","10151821","77000","bids/1542206624RFQ10151821 Shamlong 20181112_131329.jpg"
"184","TD1811163","Item181116211","SUP446","120","excl","1","1","2018-11-15","10160363","1945","bids/RFQ10160363 Walrap 20181116_154908.jpg"
"185","TD1811163","Item181116910","SUP446","5","excl.","365","1","2018-11-15","10160363","1945","bids/RFQ10160363 Walrap 20181116_154908.jpg"
"186","TD1811163","Item181116211","SUP442","175.99","excl","1","2","2018-11-15","10160363","1256.39","bids/RFQ10160363 L.Bwanya 20181116_154927.jpg"
"187","TD1811163","Item181116910","SUP442","2.96","excl","365","2","2018-11-15","10160363","1256.39","bids/RFQ10160363 L.Bwanya 20181116_154927.jpg"
"191","TD18111977","Item181119897","SUP73","20","excl","450","1","2018-11-14","10159923","9000","bids/RFQ RFQ10159924 Coar Sign245.pdf"
"192","TD18111916","Item181119703","SUP73","20","excl","450","1","2018-11-14","10159923","9000","bids/1542623178RFQ RFQ10159924 Coar Sign245.pdf"
"193","TD18111936","Item181119516","SUP73","20","excl","450","1","2018-11-15","10159924","9000","bids/RFQ RFQ10159926 Coar Sign246.pdf"
"194","TD18111974","Item181119474","SUP73","20","excl","450","1","2018-11-15","10159924","9000","bids/1542623517RFQ RFQ10159926 Coar Sign246.pdf"
"195","TD1811199","Item181119597","SUP73","20","excl","450","1","2018-11-15","10159923","9000","bids/RFQ RFQ10159923 Coar Sign247.pdf"
"196","TD18111969","Item181119764","SUP647","7694.4","excl","1","1","2018-11-16","10154821/1","7694.4","bids/1542633080laptops Panasonic IMG_20181119_095723.jpg"
"200","TD18111957","Item181119428","SUP531","176","excl","1","1","2018-11-15","10160363","178.97","bids/RFQ10160363 Leonard.jpg"
"201","TD18111957","Item181119144","SUP531","2.97","excl.","1","1","2018-11-15","10160363","178.97","bids/RFQ10160363 Leonard.jpg"
"202","TD18111980","Item181119425","SUP531","176","excl","5","1","2018-11-15","10160363","1964.05","bids/1542635209RFQ10160363 Leonard.jpg"
"203","TD18111980","Item1811191","SUP531","2.97","excl.","365","1","2018-11-15","10160363","1964.05","bids/1542635209RFQ10160363 Leonard.jpg"
"204","TD18111980","Item181116211","SUP446","0","excl","1","2","2018-11-15","10160363","2421.35","bids/RFQ10160363 Walrap.jpg"
"205","TD18111980","Item181116910","SUP446","0","excl","365","2","2018-11-15","10160363","2421.35","bids/RFQ10160363 Walrap.jpg"
"206","TD18111980","Item181119428","SUP446","0","excl","1","2","2018-11-15","10160363","2421.35","bids/RFQ10160363 Walrap.jpg"
"207","TD18111980","Item181119144","SUP446","0","excl","1","2","2018-11-15","10160363","2421.35","bids/RFQ10160363 Walrap.jpg"
"208","TD18111980","Item181119425","SUP446","120","excl","5","2","2018-11-15","10160363","2421.35","bids/RFQ10160363 Walrap.jpg"
"209","TD18111980","Item1811191","SUP446","4.99","excl","365","2","2018-11-15","10160363","2421.35","bids/RFQ10160363 Walrap.jpg"
"210","TD18111928","Item181119592","SUP339","520","excl","21","1","2018-11-15","10160115","10920","bids/RFQ10160115 Isitemela.jpg"
"211","TD18111928","Item181119592","SUP392","400","excl","21","2","2018-11-15","10160115","8400","bids/RFQ10160115 Coar signs.jpg"
"212","TD18111928","Item181119592","SUP899","830","excl","21","3","2018-11-13","10160115","17430","bids/RFQ10160115 Design shop.jpg"
"213","TD18111928","Item181119592","SUP476","1111","excl","21","4","2018-11-15","10160115","23331","bids/RFQ10160115 Falcon.jpg"
"214","TD18111928","Item181119592","SUP471","360","excl","21","5","2018-11-13","10160115","7560","bids/RFQ10160115  Timeless.jpg"
"215","TD18111979","Item181119931","SUP872","5675","excl","8","1","2018-11-14","10154661","45400","bids/RFQ10154661 Alsana.jpg"
"216","TD18111979","Item181119931","SUP617","3800","excl","8","2","2018-11-15","10154661","30400","bids/RFQ10154661 Jeda.jpg"
"217","TD18111979","Item181119931","SUP602","4350","excl","8","3","2018-11-16","10154661","34800","bids/RFQ10154661 Rupson.jpg"
"218","TD18111979","Item181119931","SUP886","5200","excl","8","4","2018-11-16","10154661","41600","bids/RFQ10154661 Havedonso.jpg"
"219","TD18111979","Item181119931","SUP709","4300","excl","8","5","2018-11-16","10154661","34400","bids/RFQ10154661 Mechandise Bay.jpg"
"220","TD18111952","Item181119982","SUP617","3000","excl","3","1","2018-11-15","10154667","9000","bids/RFQ10154667 Jeda.jpg"
"221","TD18111952","Item181119982","SUP886","4300","excl","3","2","2018-11-16","10154667","12900","bids/RFQ10154667 Havedonso.jpg"
"222","TD18111952","Item181119982","SUP709","4300","excl","3","3","2018-11-16","10154667","12900","bids/RFQ10154667 Merchadise.jpg"
"223","TD18111952","Item181119982","SUP602","4350","excl","3","4","2018-11-15","10154667","13050","bids/RFQ10154667 Rupson.jpg"
"224","TD18111952","Item181119982","SUP872","5675","excl","3","5","2018-11-16","10154667","17025","bids/RFQ10154667 Alsana.jpg"
"225","TD1811201","Item18112041","SUP718","3800","excl","2","1","2018-11-14","10159367","7600","bids/20181120_084622.jpg"
"226","TD18112133","Item181121410","SUP531","176","excl","5","1","2018-11-15","10160363","1964.05","bids/1542788354RFQ10160363 Leonard.jpg"
"227","TD18112133","Item18112174","SUP531","2.97","excl.","365","1","2018-11-15","10160363","1964.05","bids/1542788354RFQ10160363 Leonard.jpg"
"228","TD18112133","Item181121410","SUP446","120","excl","5","2","2018-11-15","10160363","2425","bids/1542788870RFQ10160363 Walrap.jpg"
"229","TD18112133","Item18112174","SUP446","5","excl","365","2","2018-11-15","10160363","2425","bids/1542788870RFQ10160363 Walrap.jpg"
"230","TD18112696","Item181126400","SUP152","110","excl","30","1","2018-11-22","10157637","3300","bids/Shamlong.jpg"
"231","TD18112696","Item181126400","SUP181","200","excl","30","2","2018-11-22","10157637","6000","bids/Insols.jpg"
"232","TD18112696","Item181126400","SUP935","230.93","excl","30","3","2018-11-22","10157637","6927.9","bids/Mash energy.jpg"
"233","TD18112696","Item181126400","SUP460","265","excl","30","4","2018-11-21","10157637","7950","bids/Hopegauge.jpg"
"234","TD18112628","Item181126964","SUP857","300","excl","8","1","2018-11-13","10160329","9532","bids/Murue.jpg"
"235","TD18112628","Item18112682","SUP857","356","excl.","10","1","2018-11-13","10160329","9532","bids/Murue.jpg"
"236","TD18112628","Item181126473","SUP857","86","excl.","2","1","2018-11-13","10160329","9532","bids/Murue.jpg"
"237","TD18112628","Item181126523","SUP857","340","excl.","4","1","2018-11-13","10160329","9532","bids/Murue.jpg"
"238","TD18112628","Item18112677","SUP857","340","excl.","6","1","2018-11-13","10160329","9532","bids/Murue.jpg"
"239","TD18112641","Item181126906","SUP181","650","excl","1","1","2018-11-22","10160940","2600","bids/1543235680Insols.jpg"
"240","TD18112641","Item181126123","SUP181","650","excl.","1","1","2018-11-22","10160940","2600","bids/1543235680Insols.jpg"
"241","TD18112641","Item181126847","SUP181","650","excl.","1","1","2018-11-22","10160940","2600","bids/1543235680Insols.jpg"
"242","TD18112641","Item181126472","SUP181","650","excl.","1","1","2018-11-22","10160940","2600","bids/1543235680Insols.jpg"
"243","TD18112641","Item181126906","SUP91","580","excl","1","2","2018-11-21","10160940","2290","bids/Mutare IT.jpg"
"244","TD18112641","Item181126123","SUP91","570","excl","1","2","2018-11-21","10160940","2290","bids/Mutare IT.jpg"
"245","TD18112641","Item181126847","SUP91","570","excl","1","2","2018-11-21","10160940","2290","bids/Mutare IT.jpg"
"246","TD18112641","Item181126472","SUP91","570","excl","1","2","2018-11-21","10160940","2290","bids/Mutare IT.jpg"
"247","TD18112657","Item181126425","SUP91","774.98","excl","1","1","2018-11-21","10155782","774.98","bids/1543235987Mutare IT.jpg"
"248","TD18112657","Item181126425","SUP181","650","excl","1","2","2018-11-22","10155782","650","bids/1543236047Insols.jpg"
"249","TD18112657","Item181126425","SUP460","1100","excl","1","3","2018-11-21","10155782","1100","bids/1543236074Hopegauge.jpg"
"250","TD18112689","Item18112642","SUP861","1416","excl","6","1","2018-11-21","10155657","8496","bids/Kingsland.jpg"
"251","TD18112684","Item18112621","SUP861","7446","excl","1","1","2018-11-21","10155506","7446","bids/1543236624Kingsland.jpg"
"252","TD18112672","Item181126187","SUP181","2300","excl","4","1","2018-11-22","10154658","9200","bids/1543237016Insols.jpg"
"253","TD18112672","Item181126187","SUP41","1950","excl","4","2","2018-11-21","10154658","7800","bids/Pure chem.jpg"
"254","TD18112687","Item18112665","SUP495","521.74","excl","5","1","2018-11-22","101605502","2608.7","bids/Radwave.jpg"
"255","TD18112687","Item18112665","SUP41","500","excl","5","2","2018-11-21","101605502","2500","bids/1543237476Pure Chem.jpg"
"256","TD18112687","Item18112665","SUP181","500","excl","5","3","2018-11-22","101605502","2500","bids/1543237512Insols.jpg"
"257","TD1811269","Item181126690","SUP181","620","excl","5","1","2018-11-22","10154681","3100","bids/1543237934Insols.jpg"
"258","TD1811269","Item181126690","SUP41","640","excl","5","2","2018-11-21","10154681","3200","bids/1543237986Pure Chem.jpg"
"259","TD1811269","Item181126690","SUP495","509.57","excl","5","3","2018-11-22","10154681","2547.85","bids/1543238013Radwave.jpg"
"260","TD18112697","Item181126362","SUP41","640","excl","5","1","2018-11-21","10154679","3200","bids/1543238494Pure Chem.jpg"
"261","TD18112697","Item181126362","SUP181","620","excl","5","2","2018-11-22","10154679","3100","bids/1543238518Insols.jpg"
"262","TD18112697","Item181126362","SUP495","509.57","excl","5","3","2018-11-22","10154679","2547.85","bids/1543238563Radwave.jpg"
"263","TD1811265","Item18112665","SUP879","195","excl","4","1","2018-11-22","10160540","780","bids/GM Motors.jpg"
"264","TD18120437","Item181204453","SUP77","21","excl","2000","1","2018-11-28","10161190","42000","bids/20181204_091750.jpg"
"265","TD18120437","Item181204453","SUP338","70","excl","2000","2","2018-11-30","10161190","140000","bids/20181204_091857.jpg"
"266","TD18120437","Item181204453","SUP990","30.06","excl","2000","3","2018-11-30","10161190","60120","bids/20181204_091757.jpg"
"267","TD18120437","Item181204453","SUP386","48","excl","2000","4","2018-11-30","10161190","96000","bids/20181204_091811.jpg"
"268","TD18120437","Item181204453","SUP35","14","excl","2000","5","2018-11-30","10161190","28000","bids/20181204_091850.jpg"
"269","TD18120437","Item181204453","SUP560","45","excl","2000","6","2018-11-29","10161190","90000","bids/20181204_091805.jpg"
