"id","document_id","item_id","item","required_qty","unit_of_measurement","rfq_no"
"104","TD18120427","Item181204349","Stay plate 5/8","650","each","10161194"
"105","TD18120474","Item181204249","Stay rod 5/8","200","each","10161195"
"106","TD18120485","Item181204930","Cross arms strain 100x50x3200mm channel","20","each","10161347"
"107","TD18120486","Item181204893","32.5 Cement","8","each","10160122"
"108","TD18120493","Item181204412","19mm Stones","10","each","10160123"
"109","TD18120424","Item181204412","9m Wood poles","1000","each","10139151"
"110","TD18120451","Item181204608","32.5 Cement","8","each","10160122"
"111","TD18120450","Item181204744","9m Wood poles","1300","each","10139153"
"112","TD18120496","Item181204346","9m Wood poles","900","each","10139154"
"113","TD18120460","Item181204900","9m Wood poles","100","each","10139156"
"114","TD18120468","Item181204931","9m Wood poles","300","each","10139158"
"115","TD1812042","Item181204133","9m Wood poles","200","each","10139159"
"116","TD18120494","Item18120460","9m Wood poles","300","each","10139162"
"117","TD18120436","Item181204328","9m Wood poles","100","each","10139164"
"118","TD18120461","Item181204551","9m Wood poles","100","each","10139165"
"119","TD18120464","Item181204554","11m Wood Poles","1000","each","10139167"
"120","TD18120441","Item181204217","11m Wood poles","1000","each","10139168"
"121","TD18120514","Item181205592","Repair of Current Transformer from 400/1 to 800/1","1","each","10160716"
"122","TD18120589","Item181205473","11m Wood poles","1000","each","10139168"
"123","TD18120559","Item18120528","11m Wood poles","1000","each","10139169"
"124","TD18120539","Item181205835","11m Wood poles","1000","each","10139171"
"125","TD18120558","Item181205165","11m Wood poles","1000","each","10139172"
"126","TD18120583","Item181205329","11m Wood poles","150","each","10139177"
"127","TD18120584","Item18120571","11m Wood poles","200","each","10139180"
"128","TD18120547","Item181205280","11m Wood poles","280","each","10139183"
"129","TD18120518","Item181205228","11m Wood poles","200","each","10139188"
"130","TD18120541","Item181205795","11m Wood poles","300","each","10139189"
"131","TD18120551","Item181205226","11m Wood poles","300","each","10139190"
"132","TD1812053","Item181205403","12.6m wood poles","400","each","10139191"
"133","TD18120562","Item181205886","12.6m wood poles","1000","each","10139192"
"134","TD1812054","Item181205385","12.6m wood poles","1000","each","10139194"
"135","TD18120560","Item181205791","12.6m wood poles","1000","each","10139197"
"136","TD1812059","Item181205770","12.6m wood poles","120","each","10139198"
"137","TD18120528","Item181205148","12.6m wood poles","200","each","10139199"
"138","TD18120572","Item181205350","12.6m wood poles","120","each","10139197"
"139","TD1812051","Item181205130","12.6m wood poles","70","each","10139200"
"140","TD18120571","Item181205235","12.6m wood poles","140","each","10139202"
"141","TD18120563","Item181205219","12.6m wood poles","100","each","10139204"
"142","TD18120586","Item181205375","12.6m wood poles","200","each","10139205"
"143","TD1812058","Item181205799","12.6m wood poles","100","each","10139206"
"144","TD18120557","Item181205941","12.6m wood poles","1200","each","10139209"
"145","TD18120590","Item181205498","PG Clamps 2 bolt","24","each","10161196"
"146","TD18120585","Item181205679","32.5 Cement","8","each","10160122"
"147","TD18120587","Item181205178","19mm Stones","10","each","10160123"
"148","TD18120513","Item181205201","Stringing of Landing spans and erection of pole structures at ZCDC VR Station","1","each","10158700"
"149","TD18120526","Item181205361","Cellphones","7","each","10161267"
"150","TD18120546","Item181205270","Timing Belt","1","each","10151021"
"151","TD18120546","Item181205413","Inner & Outer Tie rod Ends ","1","each","10151021"
"152","TD18120546","Item18120531","Upper Control arms L/R (complete)","2","each","10151021"
"153","TD18120546","Item181205743","Lower Control arms L/R (complete)","2","each","10151021"
"154","TD18120578","Item181205949","Cylinder Head for Mazda BT50 for ER2085","1","each","10159662"
"155","TD18120749","Item181207546","Labour for tiling","1","each","10153057"
"156","TD18120738","Item181207650","Labour for Tiling","1","each","10153057"
"157","TD18120731","Item181207114","4FT LED Fluorescent tubes","8","each","10156665"
"158","TD18120791","Item181207988","4FT LED Fluorescent tubes","8","each","10156665"
"159","TD18120791","Item18120710","Spherical fitting","9","each","10156665"
"160","TD18120791","Item181207386","self tapping screws","1","packets","10156665"
"161","TD18120791","Item18120769","1200*600 Panel Light","1","each","10156665"
"162","TD18120791","Item181207217","LED Ceiling Light","4","each","10156665"
"163","TD18120791","Item181207711","Fibre 13amp Single Socket","10","each","10156665"
"164","TD18120791","Item181207487","Fibre 13amp Double Socket","38","each","10156665"
"165","TD18120791","Item181207958","Fibre 3 gang 2way ","1","each","10156665"
"166","TD18120791","Item181207649","Trunking 16*25 3M","60","each","10156665"
"167","TD18120791","Item181207348","Fisher plugs box S8","3","each","10156665"
"168","TD18120791","Item181207486","Woodscrew box","3","each","10156665"
"169","TD18120791","Item181207508","PVC Surface box 6*3","38","each","10156665"
"170","TD18120791","Item181207543","Red & Black Cable 1.5mm Single Core","2","each","10156665"
"171","TD18120791","Item181207313","Red, Black & Earth Cable 2.5mm Single Core","3","each","10156665"
"172","TD18120748","Item18120787","20L PVA Cream","15","each","10152748"
"173","TD18120748","Item181207777","5L Red Oxide","5","each","10152748"
"174","TD18120748","Item181207896","5L Undercoat","2","each","10152748"
"175","TD18120748","Item18120742","5L Midnight Blue","14","each","10152748"
"176","TD18120748","Item18120716","5L Brick Dressing","15","each","10152748"
"177","TD18120717","Item1812072","20L PVA Cream","15","each","10152748"
"178","TD18120717","Item181207539","5L Red Oxide","5","each","10152748"
"179","TD18120717","Item181207542","5L Undercoat White","2","each","10152748"
"180","TD18120717","Item181207831","5L Midnight Blue","14","each","10152748"
"181","TD18120717","Item181207460","5L Brick Dressing","15","each","10152748"
"182","TD18121120","Item181211481","Electronic Injector Pump for Nissan UD95 F/N ER2192","1","each","10159659"
"183","TD18121161","Item181211888","Upper Control arms complete","2","each","10150973"
"184","TD18121161","Item181211187","Lower Control arms complete","2","each","10150973"
"185","TD18121161","Item181211760","Center Bearing","1","each","10150973"
"186","TD18121161","Item181211489","Complete Exhaust","1","each","10150973"
"187","TD18121134","Item181211834","683 Batteries","2","each","10152850"
"188","TD18121168","Item181211136","Clutch Kit for Nissan NP300 4WD ER2159","1","each","10155447"
"189","TD18121148","Item181211637","PVA Cream 20l","20","each","10161695"
"190","TD18121138","Item181211193","Ceiling White 20l","10","each","10161696"
"191","TD18121433","Item181214771","First Aid Kit Refiil","13","each","10157517"
"192","TD18121484","Item181214357","First Aid Kit Refiil","15","each","10157518"
"193","TD18121493","Item181214151","Cellphones","7","each","10161267"
"194","TD18121481","Item181214558","1kg Soap Bars","635","each","10161952"
"195","TD18121456","Item181214224","1kg Soap Bars","635","each","10161952"
"196","TD18121479","Item181214216","1kg Soap Bars","2000","each","10161304"
"197","TD18121465","Item181214329","1kg Soap Bars","2000","each","10161302"
"198","TD18121495","Item181214698","4mm Lugs","400","each","10132583"
"199","TD18121472","Item181214855","200mm PG Clamps 2 Bolts Al/Al","24","each","10161196"
"200","TD18121440","Item181214992","Shrack Relays 50v DC","10","each","10132623"
"201","TD18121460","Item18121461","Panel MCBs 50v/220V DC/AC Double Pole 5A/15A","15","each","10131442"
"202","TD18121431","Item181214981","MCB S/P AC 60AMP","1000","each","10161305"
"203","TD18121468","Item181214998","200mm Cast iron 3 Bolt Gun Clamps","30","each","10157637"
"204","TD18121453","Item181214314","5000Lt Plastic Water Tank","1","each","10160151"
"205","TD18121793","Item181217476","UTP Cable for Jotali Networking Project","300","metres","10162617"
"206","TD18121769","Item181217195","Cellphones","2","each","10161919"
"207","TD18121712","Item181217940","Black Leather Shoes Size 7","4","each","10161463"
"208","TD18121712","Item181217935","Black Leather Shoes Size 8","4","each","10161463"
"209","TD18121712","Item181217598","Black Leather Shoes Size 10","2","each","10161463"
"210","TD18121712","Item181217852","Black Leather Shoes Size 11","2","each","10161463"
"211","TD18121712","Item181217842","Mens Black/Dark Grey Trousers Size 32","6","each","10161463"
"212","TD18121712","Item181217318","Mens Black/Dark Grey Trousers Size 34","3","each","10161463"
"213","TD18121712","Item181217714","Mens Black/Dark Grey Trousers Size 36","3","each","10161463"
"214","TD18121712","Item181217317","Mens Black/Dark Grey Trousers Size 46","6","each","10161463"
"215","TD18121712","Item181217865","Mens White/Blue Shirts Size 16","4","each","10161463"
"216","TD18121712","Item181217859","Mens White/Blue Shirts Size 15","8","each","10161463"
"217","TD18121712","Item181217844","Mens White/Blue Shirts Size 18.5","8","each","10161463"
"218","TD18121712","Item181217706","Mens White/Blue Shirts Size 17","4","each","10161463"
"219","TD1812179","Item181217563","Labour for Painting Ceiling at Jotali building measuring approx. 109m2","1","each","10162568"
"220","TD18121766","Item181217249","5000Lt Plastic Water Tank","1","each","10162717"
"221","TD18121789","Item181217268","L- Shaped Desk","1","each","10162718"
"222","TD18121794","Item181217311","L- Shaped Desk","1","each","10162720"
"223","TD18121715","Item181217280","L- Shaped Desk","1","each","10162721"
"224","TD18121719","Item181217151","L- Shaped Desk","1","each","10162722"
"225","TD18121782","Item181217510","Porcelain 60*60 Tiles (boxes)","40","each","10159647"
"226","TD18121795","Item181217189","20L PVA Ivory","6","each","10162676"
"227","TD18121795","Item181217611","20L Ceiling White","5","each","10162676"
"228","TD18121795","Item18121767","5L Gloss Ivory","6","each","10162676"
"229","TD18121795","Item181217701","5L Gloss White","12","each","10162676"
"230","TD18121795","Item181217829","5L Vanish","1","each","10162676"
"231","TD18121795","Item181217921","20L PVA White","10","each","10162676"
"232","TD18121795","Item181217851","5L Red Stoep","3","each","10162676"
"233","TD18121795","Item181217735","10L Black Stoep","2","each","10162676"
"234","TD18121795","Item181217251","20L Gloss Blue","1","each","10162676"
"235","TD1812177","Item181217232","HPCE 310A Cartridge","1","each","10160120"
"236","TD1812177","Item181217266","HPCE 311A Cartridge","1","each","10160120"
"237","TD1812177","Item181217707","HPCE 312A Cartridge","1","each","10160120"
"238","TD1812177","Item18121762","HPCE 313A Cartridge","1","each","10160120"
"239","TD18121747","Item181217937","New tyres 205/70R15 for F/N2042","5","each","10161880"
"240","TD18121778","Item181217784","230 Heavy Duty Double door frame","1","each","10162747"
"241","TD18121713","Item181217325","Exterior door saligna","1","each","10143120"
"242","TD18121763","Item181217408","Exterior Door","1","each","10143174"
"243","TD18121730","Item181217990","Polythene sheet 7*5","1","each","10140731"
"244","TD18121730","Item181217952","Close couple/Toilet suit","1","each","10140731"
"245","TD18121730","Item181217668","PVC sewer pipes/ 6m lengths","5","each","10140731"
"246","TD1812173","Item181217742","New Tyres 175/70R13 for F/N ER2084","4","each","10158689"
"247","TD18121717","Item181217927","New Tyres 175/70R13 for F/N ER2084","4","each","10158689"
"248","TD18121770","Item181217980"," New Tyres 175/70R13 for F/N ER2086","4","each","10158688"
"249","TD18121773","Item181217323","Crane Hire to ferry transformer from Mashava to Harare.","1","each","10162207"
"250","TD18121790","Item181217152","Crane Hire to ferry transformer from Osbourne to Harare.","1","each","10162205"
"251","TD19011494","Item190114699","Samsung J7 Pro","2","each","10161919"
"252","TD19021387","Item190213406","Renaissance A5 Note book","180","each","10164710"
"253","TD19021387","Item190213199","Trebeca A4 Note book","12","each","10164710"
"254","TD19021330","Item190213395","Forth Estate Note Book black","320","each","10164711"
"255","TD19021440","Item190214399","Acid proof Worksuits","26","each","10164041"
"256","TD19021443","Item190214683","Acid proof Worksuits","26","each","10164041"
"257","TD1902153","Item190215382","Anti slip shoes","13","each","10164040"
"258","TD19021845","Item190218851","Battery 650","1","each","10163742"
"259","TD19021832","Item190218132","Battery 671","2","each","10161455"
"260","TD19021899","Item190218638","Servicing of Fuel Tanks","1","each","10163229"
"261","TD19021821","Item190218813","Servicing of Fuel Tanks","1","each","10162445"
"262","TD19021886","Item190218565","Servicing of Fuel Tanks","1","each","10163229"
"263","TD19022037","Item190220604","Genuine Cylinder head","1","each","10159662"
"264","TD19022099","Item19022062","Flash larry fibre flex","20","each","10165616"
"265","TD19022099","Item1902209","Dutton flush pack","1","each","10165616"
"266","TD1902205","Item190220320","Battery 622","1","each","10163745"
"267","TD19022022","Item190220368","Battery 650","1","each","10163743"
"268","TD19022054","Item190220210","Battery 650","1","each","10163741"
"269","TD19022097","Item190220259","Battery 650","1","each","10163740"
"270","TD19022046","Item190220949","Battery 622","1","each","10163744"
"271","TD19022224","Item190222324","Battery 671","2","each","10163169"
"272","TD19022252","Item190222413","Battery 650","1","each","10161456"
"273","TD19022537","Item190225238","Samsung J7 ","1","each","10167146"
"274","TD19022524","Item190225904","Cement portland","60","each","10166465"
"275","TD19022514","Item190225511","Gloss white ","100","each","10166470"
"276","TD19022514","Item19022574","Transformer Grey paint","100","each","10166470"
"277","TD19022516","Item190225695","Degreaser ","120","each","10166466"
"278","TD19022561","Item190225193","60 Amp S/P","5000","each","10165696"
"279","TD19022512","Item190225838","33Kv D Fuse Mounts","200","each","10165722"
"280","TD19022644","Item190226316","Apple Ipad Pro 2017","1","each","10167474"
"281","TD19022646","Item190226590","HPCE310A Black Toner cartridge","1","each","10165991"
"282","TD19022646","Item190226597","HPCE311A Cyan Toner cartridge","1","each","10165991"
"283","TD19022646","Item190226581","HPCE312A Yellow Toner cartridge","1","each","10165991"
"284","TD19022646","Item190226438","HPCE313A Magenta Toner cartridge","1","each","10165991"
"285","TD19022682","Item190226621","Renaissance A5 Note Books","180","each","10164710"
"286","TD19022682","Item190226214","Tribeca Executive A4 Note Books","12","each","10164710"
"287","TD1902261","Item190226548","Fourth Estate Note Books","320","each","10164711"
"288","TD19022616","Item190226905","11kV D'Fuse Mounts ","200","each","10165720"
"289","TD19022683","Item190226377","5/8 Stay plates","250","each","10165708"
"290","TD19022611","Item190226180","3/4 Stay plate","250","each","10165707"
"291","TD19022639","Item190226449","5/8 Stay Rods ","250","each","10165713"
"292","TD1902263","Item190226524","3/4 Stay Rods","250","each","10165706"
"293","TD19022743","Item190227303","Stay Brackets","300","each","10165711"
"294","TD19022743","Item190227754","5/8 Stay Washers","250","each","10165711"
"295","TD19022885","Item190228115","Acid proof Worksuits","26","each","10164041"
"296","TD19022837","Item190228586","Gross white paint","100","each","10166470"
"297","TD19022837","Item190228824","Transformer Grey paint","100","each","10166470"
"298","TD19030571","Item19030553","Gross paint","100","each","10166470"
"299","TD19030571","Item190305942","Transformer Grey paint","100","each","10166470"
"300","TD19030564","Item190305403","Gross paint","20","each","10166740"
"301","TD19030564","Item190305547","Transformer Grey paint","20","each","10166740"
"302","TD19030555","Item190305389","33Kv D Fuse Mounts","200","each","10165722"
"303","TD19030513","Item190305870","Acid proof Worksuits","26","each","10164041"
"304","TD19030528","Item190305112","Battery 622","1","each","10163744"
"305","TD19030575","Item190305436","Battery 622","1","each","10163745"
"306","TD19030587","Item190305927","Battery 622","1","each","10163745"
"307","TD19030523","Item190305931","Renaissance A5 Note Book","180","each","10164710"
"308","TD19030523","Item190305836","Tribeca A4 Note book","12","each","10164710"
"309","TD19030568","Item190305576","11kV D'Fuse Mounts ","200","each","10165720"
"310","TD19031183","Item190311103","New tyres 9R22.5 for F/N2090","6","each","10166413"
"311","TD19031125","Item190311289","New tyres 1400R20 for F/N2198","2","each","10165651"
"312","TD19031151","Item190311873","New tyres 215R15 for F/N2138","4","each","10166399"
"313","TD19031144","Item190311469","New tyres 215R15 for F/N3132","4","each","10166380"
"314","TD19031170","Item190311558","New tyres 215R15 for F/N2129","4","each","10166400"
"315","TD19031117","Item190311613","New tyres 215R15 for F/N2136","4","each","10166378"
"316","TD19031134","Item190311748","New tyres 245/70R16 for F/N2152","4","each","10166406"
"317","TD19031123","Item190311872","New tyres 215R15 for F/N2131","4","each","10166373"
"318","TD19031180","Item190311181","New tyres 245/70R16 for F/N2195","4","each","10166401"
"319","TD1903111","Item190311594","New tyres 245/70R16 for F/N2185","4","each","10166411"
"320","TD19031197","Item19031180","New tyres 245/70R16 for F/N2165","4","each","10166403"
"321","TD19031122","Item190311108","New tyres 245/70R16 for F/N2153","4","each","10166404"
"322","TD19031189","Item190311429","New tyres 9R22.5 for F/N2120","6","each","10166419"
"323","TD19031191","Item190311643","New tyres 215R15 for F/N2148","4","each","10166374"
"324","TD19031196","Item190311212","17 inch rim for Mazda BT 50 F/N 2199","1","each","10166422"
"325","TD19031135","Item190311500","New tyres 9R22.5 for F/N2109","6","each","10166412"
"326","TD19031213","Item190312978","Upper control arm left","1","each","10166483"
"327","TD19031213","Item19031287","Upper control arm right","1","each","10166483"
"328","TD19031213","Item190312618","Front shocks","2","each","10166483"
"329","TD19031213","Item190312938","Rear shocks","2","each","10166483"
"330","TD19031213","Item190312416","Lower ball joints","2","each","10166483"
"331","TD19031274","Item190312716","Upper Control wish bone right","1","each","10166479"
"332","TD19031274","Item190312251","Upper control wish bone left","1","each","10166479"
"333","TD19031274","Item190312301","Lower control arm right","1","each","10166479"
"334","TD19031274","Item190312390","Lower control arm left","1","each","10166479"
"335","TD19031274","Item190312397","Tierod ends outter","2","each","10166479"
"336","TD19031274","Item190312794","Tierod ends inner","2","each","10166479"
"337","TD19031274","Item190312975","Idler arm","1","each","10166479"
"338","TD19031274","Item190312990","Front shocks","2","each","10166479"
"339","TD19031274","Item190312332","Rear shocks","2","each","10166479"
"340","TD19031274","Item190312228","Lower ball joints","2","each","10166479"
"341","TD19031495","Item190314546","Walls","1","each","10165906"
"342","TD19031495","Item190314777","Roof","1","each","10165906"
"343","TD19031447","Item190314634","Walls","1","each","10165906"
"344","TD19031447","Item190314807","Roof","1","each","10165906"
"345","TD19031446","Item190314290","Supply and Fit of Air Conditioner 18000BTU for Masvingo","1","each","10167219"
"346","TD19031474","Item190314299","Air Compressor 12000BTU for Accounting Officer Masvingo","1","each","10164336"
"347","TD19031432","Item190314731","Hiring of 1 tonne truck - Rusape Central","1","each","10167105"
"348","TD1903148","Item19031479","Hiring of 1 tonne truck - Rusape","1","each","10167104"
"349","TD19031439","Item19031486","Hiring of 1 tonne truck - Rusape East","1","each","10167103"
"350","TD1903142","Item190314787","Hiring of 1 tonne truck - Rusape South","1","each","10167102"
"351","TD19031568","Item190315663","Bioguard Belts for Maintenance","30","each","10168010"
"352","TD19031512","Item190315827","Pole saver rods","6000","each","10168012"
"353","TD19031531","Item19031547","5/8 Stay rods","200","each","10166582"
"354","TD19031553","Item190315765","Line taps 50mm","300","each","10166583"
"355","TD19031546","Item190315750","3/4 Stay Plates","500","each","10166560"
"356","TD19031578","Item190315365","50-100mm Ai/Ai PG Clamps","2500","each","10166523"
"357","TD1903159","Item190315343","33kV Wood Crossarms","300","each","10166611"
"358","TD19031528","Item190315784","11kV wood crossarms","300","each","10166608"
"359","TD19031536","Item190315766","5/8 Stay Washers","2000","each","10166565"
"360","TD19031540","Item190315116","3/4 Stay Rods","400","each","10166559"
"361","TD19031524","Item19031594","60 amps S/P","1000","each","10166524"
"362","TD19031565","Item190315229","11kV d mounts c/w carrier","50","each","10166597"
"363","TD19031513","Item190315448","33kV D Mounts c/w carrier","60","each","10167764"
"364","TD1903153","Item190315971","3/4 Stay washer","250","each","10167668"
"365","TD19031558","Item190315772","PG Clamps 50-100mm Al/Al","2500","each","10166523"
"366","TD19031543","Item190315486","5/8 Stay Washers","250","each","10167675"
"367","TD19031511","Item190315371","3/4 Stay Rods","400","each","10166559"
"368","TD1903157","Item190315401","33kV Wood Crossarms","300","each","10166610"
"369","TD19031518","Item190315366","11kV wood crossarms","300","each","10166607"
"370","TD19031559","Item190315468","5/8 Stay rods","250","each","10167676"
"371","TD19031569","Item190315316","3/4 Stay Rods","250","each","10167665"
"372","TD19031597","Item190315979","60 amps S/P","500","each","10167685"
"373","TD1903156","Item190315975","11kV d mounts c/w carrier","130","each","10167763"
"374","TD19031570","Item190315740","33kV Wood Crossarms","300","each","10166609"
"375","TD19031579","Item190315445","11kV Wood Crossarms","300","each","10166605"
"376","TD19031572","Item19031582","33kV D Mounts c/w carrier","50","each","10167762"
"377","TD19031814","Item190318471","33kV Wood Crossarms","300","each","10166609"
"378","TD19031867","Item19031859","33kV D Mounts c/w carrier","50","each","10167762"
"379","TD19031899","Item190318669","11kV d mounts c/w carrier","50","each","10166597"
"380","TD19031862","Item190318956","3/4 Stay Plates","500","each","10166560"
"381","TD19031831","Item190318270","50-100mm PG Clamps","2500","each","10166523"
"382","TD19031818","Item190318871","33kV Wood Crossarms","300","each","10166611"
"383","TD19031854","Item190318804","11kV Wood Crossarms","300","each","10166608"
"384","TD19031891","Item190318753","5/8 Stay Washers","2000","each","10166565"
"385","TD19031832","Item190318771","3/4 Stay Rods","400","each","10166559"
"386","TD19031834","Item190318327","33kV D Mounts c/w carrier","60","each","10167764"
"387","TD19031870","Item190318753","33kV Wood Crossarms","300","each","10166610"
"388","TD19031859","Item190318791","11kV Wood Crossarms","300","each","10166607"
"389","TD19031858","Item190318355","3/4 Stay Rods","250","each","10167665"
"390","TD19031830","Item190318449","11kV d mounts c/w carrier","130","each","10167763"
"391","TD19031927","Item190319448","9R22.5 for F/N2109","6","each","10166412"
"392","TD19031932","Item190319751","New tyres 9R22.5 for F/N2120","6","each","10166419"
"393","TD19031911","Item19031989","New tyres 9R22.5 for F/N2090","6","each","10166413"
"394","TD19031931","Item190319448","New tyres 9R22.5 for F/N2198","2","each","10165651"
"395","TD19032024","Item190320407","50-100mm Al/Al PG Clamps","2000","each","10165691"
"396","TD19032055","Item190320614","50-100mm Al/Al PG Clamps","1000","each","10167681"
"397","TD19032072","Item190320107","5/8 Stay Plates","300","each","10166563"
"398","TD19032097","Item190320523","33kV D Mounts c/w carrier","130","each","10166601"
"399","TD19032022","Item190320770","5/8 Stay Plates","250","each","10167696"
"400","TD19032224","Item190322608","32.5 Cement","50","each","10164756"
"401","TD19032224","Item190322302","Transport","1","each","10164756"
"402","TD19032221","Item190322645","Gravel at Megawatt Car Park","10","metres","10167412"
"403","TD19032229","Item190322855","Pitsand at Nyanga Executive Guest House","60","metres","10164759"
"404","TD19032698","Item190326995","Mazda BT 50 Beast Gearbox for F/N ER2154","1","each","10167024"
