"document_id","supplier1","rfq_no","payment_terms1","bid_validity1","delivery_period1","technical_specifications1","valid_tax_clearance1","registered_with_praz1","site_visit_done1","samples_delivered1","decision1","total1","remarks1","supplier2","payment_terms2","bid_validity2","delivery_period2","decision2","total2","technical_specifications2","valid_tax_clearance2","registered_with_praz2","site_visit_done2","samples_delivered2","remarks2","supplier3","payment_terms3","bid_validity3","delivery_period3","technical_specifications3","valid_tax_clearance3","registered_with_praz3","site_visit_done3","samples_delivered3","decision3","total3","remarks3","supplier4","payment_terms4","bid_validity4","delivery_period4","technical_specifications4","valid_tax_clearance4","registered_with_praz4","site_visit_done4","samples_delivered4","decision4","total4","remarks4","supplier5","payment_terms5","bid_validity5","delivery_period5","technical_specifications5","valid_tax_clearance5","registered_with_praz5","site_visit_done5","samples_delivered5","decision5","total5","remarks5","supplier6","payment_terms6","bid_validity6","delivery_period6","technical_specifications6","valid_tax_clearance6","registered_with_praz6","site_visit_done6","samples_delivered6","decision6","total6","remarks6","supplier7","payment_terms7","bid_validity7","delivery_period7","technical_specifications7","valid_tax_clearance7","registered_with_praz7","site_visit_done7","samples_delivered7","decision7","total7","remarks7","supplier8","payment_terms8","bid_validity8","delivery_period8","technical_specifications8","valid_tax_clearance8","registered_with_praz8","site_visit_done8","samples_delivered8","decision8","total8","remarks8","supplier9","payment_terms9","bid_validity9","delivery_period9","technical_specifications9","valid_tax_clearance9","registered_with_praz9","site_visit_done9","samples_delivered9","decision9","total9","remarks9","supplier10","payment_terms10","bid_validity10","delivery_period10","technical_specifications10","valid_tax_clearance10","registered_with_praz10","site_visit_done10","samples_delivered10","decision10","total10","remarks10","supplier11","payment_terms11","bid_validity11","delivery_period11","technical_specifications11","valid_tax_clearance11","registered_with_praz11","site_visit_done11","samples_delivered11","decision11","total11","remarks11","supplier12","payment_terms12","bid_validity12","delivery_period12","technical_specifications12","valid_tax_clearance12","registered_with_praz12","site_visit_done12","samples_delivered12","decision12","total12","remarks12","supplier13","payment_terms13","bid_validity13","delivery_period13","technical_specifications13","valid_tax_clearance13","registered_with_praz13","site_visit_done13","samples_delivered13","decision13","total13","remarks13","supplier14","payment_terms14","bid_validity14","delivery_period14","technical_specifications14","valid_tax_clearance14","registered_with_praz14","site_visit_done14","samples_delivered14","decision14","total14","remarks14","supplier15","payment_terms15","bid_validity15","delivery_period15","technical_specifications15","valid_tax_clearance15","registered_with_praz15","site_visit_done15","samples_delivered15","decision15","total15","remarks15","supplier16","payment_terms16","bid_validity16","delivery_period16","technical_specifications16","valid_tax_clearance16","registered_with_praz16","site_visit_done16","samples_delivered16","decision16","total16","remarks16","supplier17","payment_terms17","bid_validity17","delivery_period17","technical_specifications17","valid_tax_clearance17","registered_with_praz17","site_visit_done17","samples_delivered17","decision17","total17","remarks17","supplier18","payment_terms18","bid_validity18","delivery_period18","technical_specifications18","valid_tax_clearance18","registered_with_praz18","site_visit_done18","samples_delivered18","decision18","total18","remarks18","supplier19","payment_terms19","bid_validity19","delivery_period19","technical_specifications19","valid_tax_clearance19","registered_with_praz19","site_visit_done19","samples_delivered19","decision19","total19","remarks19","supplier20","payment_terms20","bid_validity20","delivery_period20","technical_specifications20","valid_tax_clearance20","registered_with_praz20","site_visit_done20","samples_delivered20","decision20","total20","remarks20","status","user1","status_1","date_1","user2","status_2","date_2","user3","status_3","date_3","user4","status_4","date_4","user5","status_5","date_5","user6","status_6","date_6","user7","status_7","date_7","user8","status_8","date_8","user9","status_9","date_9","user10","status_10","date_10","finance_user","finance_status","finance_date","gm_user","gm_status","gm_date","recommendation","ranking1","ranking2","ranking3","ranking4","ranking5","order_number","reason_1","reason_2","reason_3","order_date","order_status","payment_status","grn_delivery_status","grn_status","site_visit_required","samples_required"
"TD19031927","Pure Chemicals","10166412","on","on",,"on",,,,,,"12600","Stated a delivery period of 7 days instead of the required 5 days","Yellow Portion Investments ","on","on","on","on","21600","on",,,,,,"Insols Investments Pvt Ltd ","on","on","on","on",,,,,"on","22200",,"Atteah Investments Pvt Ltd","on","on","on",,,,,,,"16680","Brand stated is not durable","Roots Services ","on","on","on","on",,,,,"on","16968",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2019-03-20 10:34:04","ze3576817","1","2019-03-20 08:25:17","ze289558","1","2019-03-19 08:59:27","ze301698","1","2019-03-19 11:49:07","ze37753","1","2019-03-19 17:41:47",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2019-03-20 15:53:25","ze043110","1","2019-03-21 06:53:31"," Roots Services  being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$16968 excluding VAT.","Roots Services ","Yellow Portion Investments ","Insols Investments Pvt Ltd ",,,"4500175401",,,,"2019-03-21","0",,,"0",,
"TD19031931","Atteah Investments Pvt Ltd","10165651","on","on","on",,,,,,,"6400","Brand stated is not durable","Enflo Engineering","on","on","on","on","22200","on",,,,,,"Pure Chemicals","on","on",,"on",,,,,,"14000","Delivery period stated exceeds required 5 days","Yellow Portion Investments ","on","on","on","on",,,,,"on","19400",,"Elotech Investments Pvt Ltd","on","on","on","on",,,,,"on","19200",,"Norams Trading Pvt Ltd","on","on","on","on",,,,,"on","19400",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2019-03-20 10:34:16","ze3576817","1","2019-03-20 08:25:26","ze289558","1","2019-03-19 10:47:39","ze301698","1","2019-03-19 11:49:14","ze37753","1","2019-03-19 17:38:35",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2019-03-20 15:53:33","ze043110","1","2019-03-21 06:53:54"," Elotech Investments Pvt Ltd being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$19200 excluding VAT.","Elotech Investments Pvt Ltd","Yellow Portion Investments ","Norams Trading Pvt Ltd","Enflo Engineering",,"4500175390",,,,"2019-03-21","0",,,"0",,
"TD19031932","Yellow Portion Investments ","10166419","on","on","on","on",,,,,"on","21600",,"Enflo Engineering","on","on","on","on","22200","on",,,,,,"Insols Investments Pvt Ltd ","on","on","on","on",,,,,"on","22200",,"Swordwear","on","on","on","on",,,,,"on","15462",,"Pure Chemicals","on","on",,"on",,,,,,"12600","Stated a delivery period of 7 days instead of the required 5 days",,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2019-03-20 10:36:57","ze3576817","1","2019-03-20 08:25:36","ze289558","1","2019-03-19 09:15:51","ze301698","1","2019-03-19 11:49:23","ze37753","1","2019-03-19 17:46:22",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2019-03-20 15:53:42","ze043110","1","2019-03-21 06:54:03"," Swordwear being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$15462 excluding VAT.","Swordwear","Yellow Portion Investments ","Enflo Engineering","Insols Investments Pvt Ltd ",,"4500175406",,,,"2019-03-21","0",,,"0",,
"TD19032022","Yellow Portion Investments ","10167696","on","on","on","on",,,,,"on","15000",,"Uniscott Investments Pvt Ltd","on","on","on","on","9000","on",,,,,,"Roots Services ","on","on","on","on",,,,,"on","36250",,"Insols Investments Pvt Ltd ","on","on","on","on",,,,,"on","17500",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2019-03-22 12:51:55","ze335746","1","2019-04-03 09:46:49","ze289558","1","2019-03-20 12:30:32","ze336912","1","2019-03-20 13:18:06","ze37753","1","2019-03-20 13:19:52",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2019-04-08 09:11:01","ze043110","1","2019-04-08 09:53:32"," Uniscott Investments Pvt Ltd being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$9000 excluding VAT.","Uniscott Investments Pvt Ltd","Yellow Portion Investments ","Insols Investments Pvt Ltd ","Roots Services ",,"10167696",,,,"2019-02-27","1",,,"0",,
"TD19032024","Max Haivo Electrical & Hardware Pvt Ltd","10165691","on","on","on","on",,,,,"on","24000",,"Norams Trading Pvt Ltd","on","on","on","on","16000","on",,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2019-03-22 12:51:47","ze335746","1","2019-04-03 09:47:19","ze289558","1","2019-03-20 11:47:05","ze336912","1","2019-03-20 13:18:15","ze37753","1","2019-03-20 13:20:59",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2019-04-08 09:11:09","ze043110","1","2019-04-08 09:53:47"," Norams Trading Pvt Ltd being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$16000 excluding VAT.","Norams Trading Pvt Ltd","Max Haivo Electrical & Hardware Pvt Ltd",,,,"4500177294",,,,"2019-07-31","1",,,"0",,
"TD19032055","Max Haivo Electrical & Hardware Pvt Ltd","10167681","on","on","on","on",,,,,"on","10430",,"Norams Trading Pvt Ltd","on","on","on","on","8000","on",,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2019-03-22 12:51:39","ze335746","1","2019-04-03 09:47:36","ze289558","1","2019-03-20 11:56:21","ze336912","1","2019-03-20 13:18:29","ze37753","1","2019-03-20 13:21:44",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2019-04-08 09:11:16","ze043110","1","2019-04-08 09:54:04"," Norams Trading Pvt Ltd being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$8000 excluding VAT.","Norams Trading Pvt Ltd","Max Haivo Electrical & Hardware Pvt Ltd",,,,"4500177297",,,,"2019-07-31","1",,,"0",,
"TD19032072","Max Haivo Electrical & Hardware Pvt Ltd","10166563","on","on","on","on",,,,,"on","11739",,"Uniscott Investments Pvt Ltd","on","on","on","on","10200","on",,,,,,"Yellow Portion Investments ","on","on","on","on",,,,,"on","18000",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2019-03-22 12:51:31","ze335746","1","2019-04-03 09:47:57","ze289558","1","2019-03-20 12:03:05","ze336912","1","2019-03-20 13:18:41","ze37753","1","2019-03-20 13:19:15",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2019-04-08 09:11:25","ze043110","1","2019-04-08 09:54:23"," Uniscott Investments Pvt Ltd being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$10200 excluding VAT.","Uniscott Investments Pvt Ltd","Max Haivo Electrical & Hardware Pvt Ltd","Yellow Portion Investments ",,,"4500177295",,,,"2019-08-02","1",,,"0",,
"TD19032097","Insols Investments Pvt Ltd ","10166601","on","on","on","on",,,,,"on","65000",,"Elotech Investments Pvt Ltd","on","on","on","on","58500","on",,,,,,"Max Haivo Electrical & Hardware Pvt Ltd","on","on","on","on",,,,,"on","81380",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2019-03-22 12:51:23","ze335746","1","2019-04-03 09:48:12","ze289558","1","2019-03-20 12:13:27","ze336912","1","2019-03-20 13:18:55","ze37753","1","2019-03-20 13:18:50",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2019-04-08 09:11:32","ze043110","1","2019-04-08 09:54:42"," Elotech Investments Pvt Ltd being the lowest bidder having complied with all the requirements is recommended to provide 48 x 450 33kV d mounts at a total cost of US$21600 excluding VAT.","Elotech Investments Pvt Ltd","Insols Investments Pvt Ltd ","Max Haivo Electrical & Hardware Pvt Ltd",,,"4500177296",,,,"2019-08-02","1",,,"0",,
"TD19032221","RBS Commercial Suppliers","10167412","on","on","on","on",,,,,"on","1100",,,,,,,"0",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2019-03-22 12:52:04","ze258415","1","2019-04-06 14:11:50","ze289558","1","2019-03-22 09:53:08","ze318833","1","2019-03-25 11:41:37","ze37753","1","2019-03-26 09:43:57",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2019-04-08 09:11:40","ze043110","1","2019-04-08 09:54:54"," RBS Commercial Suppliers being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$1100 excluding VAT.","RBS Commercial Suppliers",,,,,"10167412",,,,"2019-03-11","1",,,"0",,
"TD19032224","Jeda Construction & General Services","10164756","on","on","on","on",,,,,"on","2450",,"Nulight Investments",,,,,"2650",,,,,,"Did not state payment terms, bid validity and delivery period","New Israel Hardware",,,,,,,,,,"2600","Did not state payment terms, bid validity and delivery period",,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2019-03-22 12:52:12","ze258415","1","2019-04-06 14:14:33","ze289558","1","2019-03-22 09:43:51","ze318833","1","2019-03-25 11:41:51","ze37753","1","2019-03-26 09:44:08",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2019-04-08 09:11:47","ze043110","1","2019-04-08 09:55:13"," Jeda Construction & General Services being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$2450 excluding VAT.","Jeda Construction & General Services",,,,,"10164756",,,,"2019-03-11","1",,,"0",,
"TD19032229","Jeda Construction & General Services","10164759","on","on","on","on",,,,,"on","2400",,,,,,,"0",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2019-03-22 12:52:22","ze258415","1","2019-04-06 14:12:40","ze289558","1","2019-03-22 10:03:04","ze318833","1","2019-03-25 11:42:30","ze37753","1","2019-03-26 09:44:17",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2019-04-08 09:11:54","ze043110","1","2019-04-08 09:55:28"," Jeda Construction & General Services being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$2400 excluding VAT.","Jeda Construction & General Services",,,,,"10164759",,,,"2019-03-11","1",,,"0",,
"TD19032611","Pure Chemicals","10168224","on","on","on","on",,,,,"on","4000",,"NTS",,,,,"2944.15","on",,,,,"Did not state payment terms, bid validity and delivery period",,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2019-03-27 15:18:03","ze40177","1","2019-03-28 10:13:23","ze289558","1","2019-03-26 13:16:11","ze48020","1","2019-03-26 16:38:12","ze37753","1","2019-03-28 11:41:25",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2019-03-29 09:54:41","ze043110","1","2019-03-29 13:01:00"," Pure Chemicals being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$4000 excluding VAT.","Pure Chemicals",,,,,"4500177272",,,,"2019-04-10","1",,,"0",,
"TD19032614","Pure Chemicals","10166543","on","on","on","on",,,,,"on","3500",,"NTS",,,,,"1768.7","on",,,,,"Did not state payment terms, bid validity and delivery period",,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2019-03-27 15:18:14","ze40177","1","2019-03-28 10:13:32","ze289558","1","2019-03-26 12:50:26","ze48020","1","2019-03-26 16:39:54","ze37753","1","2019-03-28 11:41:42",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2019-03-29 15:07:01","ze043110","1","2019-04-01 17:52:11"," Pure Chemicals being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$3500 excluding VAT.","Pure Chemicals",,,,,"4500177273",,,,"2019-04-10","1",,,"0",,
"TD19032623","NTS","10167756",,,,"on",,,,,,"2938.7","Did not  state payement terms, bid validity and delivery period.","Pure Chemicals","on","on","on","on","4000","on",,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2019-03-27 15:18:39","ze40177","1","2019-03-28 10:13:43","ze289558","1","2019-03-26 12:42:03","ze48020","1","2019-03-26 16:41:11","ze37753","1","2019-03-28 11:42:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2019-03-29 15:07:53","ze043110","1","2019-04-01 17:52:28"," Pure Chemicals being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$4000 excluding VAT.","Pure Chemicals",,,,,"4500177274",,,,"2019-04-10","1",,,"0",,
"TD19032628","Pure Chemicals","10168225","on","on","on","on",,,,,"on","4000",,"NTS",,,,,"1666.9","on",,,,,"Did not state payment terms, bid validity and delivery period",,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2019-03-27 15:18:54","ze40177","1","2019-03-28 10:13:50","ze289558","1","2019-03-26 13:06:45","ze48020","1","2019-03-26 16:42:02","ze37753","1","2019-03-28 11:42:18",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2019-03-29 15:08:41","ze043110","1","2019-04-01 17:52:41"," Pure Chemicals being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$4000 excluding VAT.","Pure Chemicals",,,,,"4500177275",,,,"2019-04-10","1",,,"0",,
"TD19032629","Pure Chemicals","10167887","on","on","on","on",,,,,"on","12600",,,,,,,"0",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2019-03-27 15:19:08","ze40177","1","2019-03-28 10:13:56","ze289558","1","2019-03-26 13:51:07","ze48020","1","2019-03-26 16:42:50","ze37753","1","2019-03-28 11:42:37",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2019-03-29 15:09:06","ze043110","1","2019-04-01 17:53:01"," Pure Chemicals being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$12600 excluding VAT.","Pure Chemicals",,,,,"4500177276",,,,"2019-04-10","1",,,"0",,
"TD19032631","Pure Chemicals","10166574","on","on","on","on",,,,,"on","3000",,,,,,,"0",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,,,,,,,,,,,"0",,"5","ze307262","1","2019-03-27 15:15:10","ze40177","1","2019-03-28 10:13:15","ze289558","1","2019-03-26 13:43:23","ze48020","1","2019-03-26 16:43:38","ze37753","1","2019-03-28 11:41:14",,"1","2019-03-28 11:28:21",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze281417","1","2019-03-29 09:53:39","ze043110","1","2019-03-29 13:00:53"," Pure Chemicals being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$3000 excluding VAT.","Pure Chemicals",,,,,"4500177277",,,,"2019-04-10","1",,,"0",,
